cat,subcat,market,region,y,y_fcst,MSE,MAPE
Furniture,Furnishings,Asia Pacific,all,"[1130.67, 1937.4799999999998, 1020.78, 3486.77, 1013.5500000000001, 1260.63, 555.3599999999999, 2546.8900000000003, 1942.0500000000002, 3240.32, 1754.31, 2568.81, 1237.1100000000001, 1440.4900000000002, 1126.52, 1437.41, 2013.5499999999997, 2615.37, 1597.9699999999998, 2334.3999999999996, 1484.49, 881.64, 4242.09, 1690.46, 1457.22, 1358.42, 1432.64, 1128.3200000000002, 2677.2100000000005, 2065.1, 2678.05, 2619.7300000000005, 6762.250000000001, 2240.48, 5175.49, 1767.8999999999999, 3107.2400000000002, 1863.46, 3140.8399999999997, 1972.7099999999998, 2098.42, 2501.23, 2471.9199999999996, 3555.08, 4692.9800000000005, 3563.74, 4039.27, 5393.889999999999, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2451.0, 3632.0, 2320.0, 1887.0, 2305.0, 3417.0, 3983.0, 4513.0, 3934.0, 4796.0, 4368.0, 5479.0, 4979.0, 5694.0, 4616.0, 3832.0, 3762.0, 5466.0, 4433.0, 2314.0, 4285.0, 4827.0, 5056.0, 3570.0, 6307.0, 6594.0, 5526.0, 5076.0, 4641.0, 7067.0, 5738.0, 3336.0, 6001.0, 6612.0, 6485.0, 5233.0]",0.19527247089435049,152.7539825439453
Furniture,Furnishings,Europe,all,"[521.94, 1547.0, 1221.56, 701.38, 1198.4299999999998, 1017.31, 1282.45, 1690.3600000000001, 2212.31, 1946.63, 2662.2, 726.61, 1806.6, 2051.69, 356.84000000000003, 195.17000000000002, 1059.93, 3120.3500000000004, 2216.3, 2292.6200000000003, 1467.55, 846.69, 1475.13, 2375.2300000000005, 1187.8600000000001, 3185.51, 615.72, 1516.38, 824.7800000000001, 4993.970000000001, 812.96, 3860.91, 1627.6999999999998, 728.79, 2497.58, 4329.95, 2431.73, 1776.55, 1773.55, 2993.67, 684.63, 4051.04, 2478.3599999999997, 4744.82, 3139.59, 1366.02, 3792.24, 4257.27, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 403.0, 3230.0, 1506.0, 657.0, 124.0, 2095.0, 1102.0, 6947.0, 3319.0, 3181.0, 600.0, 4368.0, 3112.0, 683.0, 2420.0, 2460.0, 3064.0, 3446.0, 2645.0, 7942.0, 4927.0, 3689.0, 4317.0, 5595.0, 4811.0, 1566.0, 2493.0, 2411.0, 4259.0, 3165.0, 4559.0, 9938.0, 7250.0, 5554.0, 5265.0, 8078.0]",0.1786243625479958,6339.0341796875
Furniture,Furnishings,LATAM,all,"[270.53999999999996, 556.5400000000001, 242.86, 373.14, 1422.71, 328.69000000000005, 128.26, 1713.23, 648.64, 1171.2, 916.4599999999999, 1241.5, 455.53999999999996, 1307.31, 928.02, 359.79, 1399.28, 61.68, 704.88, 1262.94, 1935.0099999999998, 3021.01, 1206.08, 1405.0, 197.64, 1301.82, 607.37, 1376.76, 3333.26, 1489.1299999999999, 1064.2199999999998, 1470.3400000000001, 3886.95, 2018.19, 2721.03, 1087.51, 491.62, 934.19, 249.82999999999998, 2343.3199999999997, 1978.44, 921.3, 920.51, 2902.2200000000003, 3121.88, 2931.8099999999995, 2046.29, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3039.0, 998.0, 1788.0, 68.0, 1357.0, 1728.0, 2364.0, 2408.0, 2032.0, 2898.0, 1389.0, 3284.0, 1995.0, 1771.0, 1902.0, 1776.0, 1565.0, 2588.0, 2606.0, 1800.0, 2388.0, 4473.0, 4235.0, 4088.0, 3916.0, 2930.0, 2546.0, 2186.0, 1204.0, 4450.0, 4165.0, 1846.0, 2867.0, 6132.0, 6905.0, 5738.0]",0.46144147723983525,136.4137420654297
Furniture,Furnishings,USCA,all,"[711.77, 456.53000000000003, 594.26, 830.28, 898.0, 337.21999999999997, 868.8399999999999, 1024.3400000000001, 2909.2299999999996, 811.5300000000001, 2544.82, 1796.47, 1270.1100000000001, 206.1, 1461.19, 3108.64, 1446.36, 2540.7799999999997, 1662.0500000000002, 924.5999999999999, 2075.27, 985.1200000000001, 3317.62, 2494.6900000000005, 1066.52, 851.9399999999999, 2279.73, 753.0799999999999, 2882.96, 1628.6699999999998, 1584.0700000000002, 1073.94, 3661.82, 2484.4900000000002, 4034.8, 5548.52, 931.23, 864.6300000000001, 872.45, 2429.5, 2046.1999999999998, 1510.75, 3376.8900000000003, 1461.98, 2982.51, 1724.15, 6688.289999999999, 4076.42, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4412.0, 3236.0, 931.0, 57.0, 1367.0, 3344.0, 2025.0, 2593.0, 1523.0, 1755.0, 4104.0, 5486.0, 3947.0, 2679.0, 1777.0, -475.0, 2515.0, 3729.0, 2333.0, 3972.0, 2112.0, 2433.0, 4986.0, 6261.0, 7388.0, 3751.0, 1765.0, -392.0, 2927.0, 4283.0, 2679.0, 5384.0, 2350.0, 3410.0, 5700.0, 8541.0]",1.2849818511410074,111.24319458007812
Furniture,Tables,all,all,"[7356.720000000001, 4700.04, 7628.03, 3823.58, 13410.750000000002, 20475.78, 4846.79, 12890.880000000001, 13041.95, 14728.919999999998, 14626.190000000002, 29780.18, 9496.45, 6885.41, 16170.539999999999, 17749.78, 7386.71, 18675.12, 3471.51, 10851.02, 20756.66, 14639.380000000001, 20345.89, 17479.809999999998, 22282.3, 18486.149999999998, 7143.620000000001, 6135.84, 14530.31, 25052.15, 7670.7699999999995, 22065.98, 13204.24, 8584.56, 19523.27, 37684.409999999996, 12904.76, 3712.5099999999998, 16232.320000000002, 13496.780000000002, 20841.06, 26713.58, 11510.420000000002, 22729.760000000002, 27087.04, 25356.059999999998, 29377.879999999997, 33498.31, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 34991.0, 12923.0, 19008.0, 15309.0, 8863.0, 29343.0, 15184.0, 16429.0, 35344.0, 24777.0, 34352.0, 31637.0, 28460.0, 22640.0, 18878.0, 14836.0, 12801.0, 26824.0, 21244.0, 20164.0, 34030.0, 37427.0, 34764.0, 38273.0, 36807.0, 24900.0, 19120.0, 19221.0, 16494.0, 34221.0, 28710.0, 25051.0, 42080.0, 48859.0, 44251.0, 47758.0]",0.24838884523261287,83.02615356445312
Furniture,Tables,Africa,all,"[967.98, 142.62, 142.62, 2134.44, 425.91, 3869.04, 319.77, 1126.3, 634.74, 3877.68, 1057.8, 532.8, 465.0, 899.16, 504.0, 1223.61, 276.44, 364.43, 984.18, 2675.34, 406.76, 320.49, 3588.0, 4596.27, 2679.12, 318.09, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1333.0, 939.0, 1657.0, 711.0, 799.0, 1419.0, 3109.0, 841.0, 755.0, 4022.0, 5030.0, 3114.0, 752.0, 3212.0, 7179.0, 1958.0, 2443.0, 5859.0, 15181.0, 2676.0, 2201.0, 20211.0, 25770.0, 15203.0, 2187.0, 15748.0, 37614.0, 8834.0, 11508.0, 30339.0, 81726.0, 12794.0, 10172.0, 109457.0, 140094.0, 81841.0]",3284293096.12009,99.97589111328125
Furniture,Tables,Asia Pacific,all,"[2128.42, 1384.92, 1330.29, 2505.2, 11643.009999999998, 1325.71, 5791.099999999999, 317.37, 8257.48, 4217.65, 7806.990000000001, 2387.4, 5451.3, 3818.29, 13513.87, 5147.02, 9421.210000000001, 424.16, 2298.29, 8831.66, 3197.76, 5466.249999999999, 6586.66, 10774.400000000001, 5759.35, 2196.6899999999996, 1607.81, 5514.37, 9702.59, 2252.04, 8106.59, 1016.27, 3324.67, 7535.23, 8442.05, 2280.4, 789.9300000000001, 8372.689999999999, 5573.16, 10643.61, 4587.070000000001, 623.59, 7324.81, 2820.44, 2485.94, 6741.099999999999, 11488.02, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 9481.0, 7272.0, 5319.0, 7589.0, 7622.0, 3929.0, 7227.0, 5774.0, 5024.0, 6505.0, 6919.0, 10177.0, 3856.0, 3505.0, 85.0, 6772.0, 8021.0, 866.0, 8128.0, 7661.0, 6874.0, 7576.0, 8491.0, 11371.0, 4931.0, 4099.0, 720.0, 7370.0, 8340.0, 1147.0, 8279.0, 7866.0, 6990.0, 7713.0, 8550.0, 11367.0]",0.17586953468523664,121.85414123535156
Furniture,Tables,Europe,all,"[267.98, 1275.69, 381.96, 4019.6399999999994, 2121.18, 2705.4300000000003, 2290.46, 2466.06, 5209.01, 1690.8700000000001, 904.65, 5480.48, 555.14, 3934.8399999999997, 5686.4800000000005, 2877.15, 5255.62, 2597.54, 1031.08, 6267.56, 3374.0099999999998, 764.95, 515.86, 4139.780000000001, 6680.08, 1475.53, 4916.53, 197.4, 2245.27, 4406.45, 6376.71, 1322.3, 3230.8, 11548.39, 2279.03, 4821.29, 4536.360000000001, 1045.44, 529.32, 5175.08, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, -208.0, 2435.0, 760.0, 7566.0, 429.0, 4375.0, 8089.0, 3418.0, 7085.0, 3115.0, 5257.0, 737.0, 2843.0, 5213.0, 4343.0, 5749.0, 5362.0, 5804.0, 10104.0, 5564.0, 7696.0, 3123.0, 7790.0, -2569.0, 2535.0, 3931.0, 4677.0, 6618.0, 5345.0, 6622.0, 12233.0, 6256.0, 8912.0, 3952.0, 8267.0, -2862.0]",0.8911394344431756,212.85040283203125
Furniture,Tables,LATAM,all,"[3659.34, 406.7, 5069.02, 1011.1700000000001, 1312.64, 1456.28, 3687.8, 1892.6100000000001, 2981.72, 4615.969999999999, 2198.83, 1900.73, 1440.54, 4522.64, 276.86, 5179.58, 3751.47, 4460.210000000001, 3023.1800000000003, 1891.13, 4366.95, 773.5, 1132.64, 2367.12, 980.32, 1495.8000000000002, 6006.7300000000005, 2062.5600000000004, 144.53, 10273.05, 537.6, 5018.1, 4624.82, 1940.06, 7467.56, 4481.4400000000005, 2857.92, 9635.789999999999, 10413.88, 7551.330000000001, 6010.1900000000005, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, -190.0, 6387.0, -851.0, 3801.0, 3429.0, 2861.0, 6893.0, 7958.0, 2389.0, 4511.0, 8808.0, 9664.0, 1084.0, 11770.0, 4181.0, 5147.0, 5615.0, 2528.0, 8670.0, 8490.0, 192.0, 4977.0, 9747.0, 8218.0, 2667.0, 14203.0, 4733.0, 6085.0, 6397.0, 3191.0, 9581.0, 9698.0, 36.0, 6366.0, 11795.0, 9174.0]",2.0097701236631513,193.03717041015625
Furniture,Tables,USCA,all,"[333.0, 1632.73, 6297.74, 3441.62, 1816.8899999999999, 5557.799999999999, 2065.82, 2938.07, 4611.880000000001, 4578.83, 4534.85, 8279.17, 5418.18, 529.46, 4353.17, 2335.18, 244.01, 796.43, 3047.35, 2589.3900000000003, 3868.27, 2434.5299999999997, 7821.889999999999, 5712.59, 2714.47, 1108.1599999999999, 3408.48, 1821.73, 4876.16, 6302.360000000001, 2430.08, 7082.0599999999995, 6181.24, 2100.7700000000004, 9094.240000000002, 14562.86, 2486.44, 1323.8400000000001, 2477.1, 2314.62, 2351.25, 2703.8, 3805.87, 4137.74, 5498.18, 11410.800000000001, 11877.01, 10506.93, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 8217.0, 10312.0, 6336.0, 1153.0, 9974.0, 6585.0, 8515.0, 4896.0, 3057.0, 4872.0, 15323.0, 7493.0, 8677.0, 4135.0, 1217.0, 3667.0, 4283.0, 4951.0, 3933.0, 6529.0, 5734.0, 7405.0, 17608.0, 14350.0, 16509.0, 6075.0, 1420.0, 5887.0, 6694.0, 5769.0, 5942.0, 10858.0, 9150.0, 11620.0, 27359.0, 21950.0]",0.7760892776177192,629.612060546875
Furniture,Chairs,all,all,"[11289.94, 14240.14, 17846.490000000005, 18591.47, 17200.89, 21235.11, 16424.23, 28975.04, 29122.250000000004, 34080.76, 33932.43000000001, 43419.40000000001, 10979.7, 13249.620000000003, 13052.17, 15827.82, 22684.920000000002, 22411.93, 19191.989999999998, 30604.880000000005, 33018.08, 31303.64, 51959.60999999999, 30162.21, 23167.94, 16759.15, 30729.95, 27261.97, 34313.649999999994, 44944.990000000005, 33276.57, 39961.67, 46822.04, 36834.37, 47624.92, 45801.9, 33309.42999999999, 22816.48, 32925.89, 17600.710000000003, 40133.52, 45485.15, 21630.399999999998, 41327.73, 60606.319999999985, 44356.65, 65369.020000000004, 67817.02, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 34176.0, 33447.0, 28028.0, 31345.0, 28098.0, 50245.0, 33426.0, 33065.0, 30505.0, 48008.0, 58394.0, 54231.0, 47379.0, 56044.0, 41111.0, 38486.0, 40993.0, 65734.0, 48840.0, 42849.0, 44506.0, 72873.0, 78735.0, 78663.0, 72959.0, 78414.0, 54379.0, 55940.0, 54408.0, 90260.0, 73587.0, 56731.0, 67912.0, 109639.0, 107947.0, 118922.0]",0.9694074262519684,99.12825012207031
Furniture,Chairs,Africa,all,"[378.77, 1012.74, 569.93, 1267.93, 48.37, 200.64, 3467.76, 120.21000000000001, 384.75, 2316.51, 85.75, 1031.46, 47.4, 506.56, 299.16, 387.36, 752.3, 161.22, 506.77000000000004, 582.9300000000001, 665.21, 15.51, 764.49, 813.06, 5032.570000000001, 596.99, 803.8899999999999, 910.9200000000001, 457.18, 7280.57, 1281.71, 2851.83, 445.74, 1354.1100000000001, 2258.85, 489.84000000000003, 981.51, 3386.0000000000005, 2475.24, 1980.3300000000002, 235.32, 652.53, 877.6099999999999, 533.61, 1358.4599999999998, 3406.7599999999998, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, -446.0, -2577.0, -1211.0, -1870.0, 5074.0, 542.0, 990.0, 1798.0, 4865.0, 1007.0, 1847.0, -1008.0, 3764.0, 8730.0, 4482.0, 1656.0, 17211.0, 20191.0, 6613.0, 325.0, 2892.0, 4079.0, -3130.0, 2991.0, 20353.0, 66591.0, 17024.0, 25128.0, 110067.0, 92077.0, 64088.0, 5038.0, 20476.0, 25628.0, 9373.0, 41565.0]",17.436409263237792,913.0811767578125
Furniture,Chairs,Asia Pacific,all,"[3330.41, 3285.6400000000003, 7164.8, 6880.46, 7336.259999999999, 7165.73, 3373.2200000000003, 14388.64, 7242.72, 10456.22, 13268.12, 10310.509999999998, 5999.58, 6312.89, 3962.87, 2898.6600000000003, 9568.85, 7153.24, 1726.71, 14521.100000000002, 7294.12, 13918.78, 14558.29, 13885.390000000003, 12557.03, 9414.44, 8401.27, 9846.28, 15404.34, 22415.519999999997, 9946.93, 16345.38, 15725.359999999999, 13881.979999999998, 12730.11, 13970.989999999998, 20565.280000000002, 9585.810000000001, 14387.160000000002, 5314.32, 13342.490000000002, 17524.48, 5323.759999999999, 20868.21, 24540.36, 23119.039999999997, 24784.239999999998, 17604.12, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 7759.0, 17132.0, 16750.0, 17062.0, 9969.0, 18545.0, 8625.0, 9329.0, 20390.0, 23915.0, 25061.0, 20962.0, 18269.0, 22645.0, 28836.0, 24352.0, 13321.0, 25895.0, 15483.0, 9359.0, 34997.0, 37675.0, 41197.0, 32242.0, 27429.0, 38268.0, 41134.0, 40050.0, 17930.0, 38528.0, 29425.0, 10913.0, 56104.0, 61558.0, 62314.0, 53483.0]",0.9781011475780461,68.55740356445312
Furniture,Chairs,Europe,all,"[1949.68, 6770.14, 1057.32, 3235.25, 2625.4399999999996, 4047.52, 1058.0, 9472.2, 2475.2599999999998, 4901.82, 4140.040000000001, 7375.590000000001, 653.9300000000001, 3543.8799999999997, 2919.51, 3323.46, 3250.45, 7972.0, 4027.45, 11514.98, 7705.27, 1391.8, 7269.0, 2337.41, 2988.38, 2255.8199999999997, 6018.499999999999, 1357.36, 3244.0600000000004, 7748.87, 9056.7, 7333.410000000001, 8107.289999999999, 3097.23, 12587.920000000002, 5230.860000000001, 3092.2400000000007, 7405.110000000001, 5969.16, 2717.38, 10270.38, 9921.71, 4530.82, 8465.71, 7212.65, 2732.91, 14602.41, 7205.66, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 9469.0, 6149.0, 6077.0, 4903.0, 6039.0, 11678.0, 8376.0, 6973.0, 11063.0, 7129.0, 9814.0, 15021.0, 6758.0, 6496.0, 11165.0, 6809.0, 5687.0, 15752.0, 8564.0, 8479.0, 13326.0, 9423.0, 10029.0, 19342.0, 9068.0, 6901.0, 13892.0, 8188.0, 6143.0, 19056.0, 10839.0, 9501.0, 16299.0, 11455.0, 10797.0, 24409.0]",0.4431801282335073,93.52642822265625
Furniture,Chairs,LATAM,all,"[1443.3799999999999, 1280.7399999999998, 4624.799999999999, 3997.1699999999996, 1513.85, 5367.08, 2160.2999999999997, 2403.75, 5170.340000000001, 9919.61, 4524.52, 12098.34, 1032.0, 1093.21, 1762.75, 5034.91, 3796.3199999999997, 2596.5, 5963.049999999999, 2102.65, 7976.569999999999, 8356.8, 12576.099999999999, 8327.5, 4890.59, 2550.3599999999997, 5584.57, 6188.32, 7652.969999999999, 11043.830000000002, 8447.66, 3941.8199999999997, 10411.220000000001, 13358.169999999998, 6812.3200000000015, 9905.320000000002, 5144.610000000001, 1646.4299999999998, 6063.14, 3935.23, 4908.1, 8048.250000000001, 7001.6900000000005, 2491.8499999999995, 10436.439999999999, 12334.34, 12384.899999999998, 21914.880000000005, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 12986.0, 2228.0, 3514.0, 11403.0, 2517.0, 5145.0, 9001.0, 2060.0, 8286.0, 10150.0, 7642.0, 12986.0, 20967.0, 5143.0, 5715.0, 13924.0, 4600.0, 12277.0, 13666.0, 4304.0, 10335.0, 17971.0, 14583.0, 18664.0, 30877.0, 7270.0, 4874.0, 19340.0, 8372.0, 16010.0, 20077.0, 9267.0, 13740.0, 26544.0, 22070.0, 27108.0]",1.310755246263903,442.50238037109375
Furniture,Chairs,USCA,all,"[4187.700000000001, 1890.88, 4429.639999999999, 3210.66, 5676.969999999999, 4454.14, 6364.950000000001, 2590.24, 13849.18, 6486.599999999999, 11914.0, 12603.5, 3246.79, 2299.64, 3900.48, 4271.63, 5681.9400000000005, 3937.89, 7313.5599999999995, 1959.3799999999999, 9459.189999999999, 7636.259999999999, 16891.010000000002, 5596.4, 1967.45, 1725.4699999999998, 5693.039999999999, 9273.02, 7208.389999999999, 2825.85, 5368.1, 5060.490000000001, 11296.46, 3645.16, 15048.830000000002, 15340.62, 2248.4500000000003, 3689.29, 5524.919999999999, 2247.7799999999997, 9137.31, 8010.38, 4538.81, 8849.43, 17539.260000000002, 5636.75, 12239.009999999998, 17685.6, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16224.0, 4012.0, 5699.0, 11174.0, 2199.0, 4009.0, 13087.0, -1173.0, 12465.0, 16431.0, 17464.0, 9527.0, 18824.0, 5675.0, 6270.0, 10240.0, 6806.0, 10903.0, 12545.0, -2018.0, 14723.0, 20733.0, 14207.0, 10034.0, 21512.0, 6562.0, 7742.0, 11495.0, 8273.0, 13924.0, 14919.0, -2553.0, 17464.0, 25084.0, 16903.0, 11980.0]",0.6377768697133838,126.08138275146484
Office Supplies,all,all,all,"[33526.77999999999, 26584.859999999997, 32846.72, 47050.929999999986, 50445.56, 58016.27, 44969.979999999996, 60492.61, 95619.14999999997, 57162.68999999999, 88628.29000000004, 85269.65000000002, 45321.28, 21905.39999999999, 53227.13999999999, 46318.40000000002, 61662.590000000004, 72902.96, 53751.33, 92257.41999999998, 79355.59999999999, 61973.11999999997, 97062.19999999998, 106221.36000000002, 65066.590000000004, 49788.86, 62007.93000000001, 55765.77, 74756.04000000002, 111488.64000000003, 70291.07999999997, 93149.85999999993, 110761.79999999996, 77392.89000000004, 110735.93999999997, 127926.30000000003, 76653.99999999999, 55184.12000000001, 77576.29, 81371.96, 97974.96999999999, 120340.02999999998, 76971.46, 155430.89000000004, 134386.6, 115771.01000000007, 163851.48999999996, 150278.65, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 76245.0, 69521.0, 55277.0, 57761.0, 111875.0, 120282.0, 92932.0, 114490.0, 154546.0, 112209.0, 157576.0, 173225.0, 112338.0, 77708.0, 91176.0, 90290.0, 133756.0, 157225.0, 109321.0, 131753.0, 211854.0, 160629.0, 191709.0, 200712.0, 146550.0, 95986.0, 100383.0, 112435.0, 162662.0, 196009.0, 145088.0, 163525.0, 269716.0, 203932.0, 237533.0, 255018.0]",0.4408827698749115,70.15542602539062
Office Supplies,Appliances,all,all,"[5770.429999999999, 5095.07, 9396.93, 14516.720000000001, 13360.980000000001, 16990.420000000002, 7227.81, 11518.329999999998, 32584.510000000006, 11655.090000000002, 29564.870000000003, 18430.849999999995, 13519.960000000001, 2115.62, 9593.62, 10298.090000000002, 21264.309999999994, 16853.739999999998, 16207.919999999998, 28075.969999999994, 19273.320000000003, 16957.74, 27030.0, 39169.4, 21607.33, 14566.769999999999, 15978.370000000003, 16056.349999999999, 18792.300000000003, 39253.920000000006, 16459.64, 19117.86, 22304.39, 23929.789999999997, 22976.810000000005, 23450.85, 18843.74, 17527.11, 18356.59, 21475.050000000003, 26557.989999999998, 26920.039999999997, 27050.499999999996, 50537.119999999995, 25192.520000000004, 31273.16, 46568.34999999999, 49267.50999999999, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 22187.0, 15298.0, 12107.0, 17045.0, 22529.0, 22299.0, 16966.0, 17120.0, 30811.0, 17128.0, 27034.0, 47907.0, 21916.0, 16749.0, 26982.0, 24072.0, 30763.0, 51161.0, 18423.0, 30972.0, 37378.0, 21754.0, 38500.0, 63421.0, 21513.0, 13221.0, 27109.0, 27947.0, 31475.0, 56822.0, 21245.0, 35679.0, 42964.0, 23341.0, 43384.0, 73016.0]",0.36902729085876573,296.5277099609375
